RowId,Result
1,None
2,None
3,None
4,None
5,None
6,None
7,None
8,Very High
9,Very High
10,Very High
11,Very High
12,None
13,Very High
14,None
15,None
16,None
17,None
18,None
19,None
20,None
21,None
22,None
23,None
24,None
25,None
26,None
27,None
28,None
29,None
30,None
31,None
32,None
33,None
34,None
35,None
36,None
37,None
38,Very High
39,Very High
40,Very High
41,Very High
42,Very High
43,Very High
44,None
45,None
46,None
47,None
48,None
49,None
50,None
51,None
52,None
53,None
54,None
55,None
56,None
57,None
58,None
59,Very High
60,Very High
61,Very High
62,Very High
63,Very High
64,Very High
65,Very High
66,Very High
67,Very High
68,Very High
69,None
70,None
71,None
72,Very High
73,None
74,None
75,Very High
76,None
77,Very High
78,Very High
79,Very High
80,None
81,None
82,Very High
83,Very High
84,Medium
85,Very High
86,Very High
87,Medium
88,Very High
89,Very High
90,Very High
91,Very High
92,Very High
93,Very High
94,Very High
95,None
96,None
97,Very High
98,None
99,None
100,None
101,None
102,None
103,None
104,None
105,None
106,None
107,Medium
108,Medium
109,Medium
110,Medium
111,Very High
112,Medium
113,Medium
114,Very High
115,Very High
116,Very High
117,Very High
118,Very High
119,None
120,None
121,None
122,None
123,None
124,None
125,None
126,None
127,None
128,None
129,None
130,None
131,None
132,None
133,Very High
134,Very High
135,Very High
136,Very High
137,Very High
138,Very High
139,Very High
140,Very High
141,Very High
142,Very High
143,Very High
144,Very High
145,Very High
146,Very High
147,Very High
148,None
149,Very High
150,None
151,None
152,None
153,None
154,None
155,None
156,Very High
157,Very High
158,None
159,None
160,None
161,None
162,None
163,None
164,None
165,None
166,None
167,None
168,None
169,None
170,None
171,None
172,None
173,None
174,None
175,Very High
176,Very High
177,Very High
178,Very High
179,None
180,None
181,None
182,None
183,None
184,None
185,None
186,None
187,None
188,None
189,None
190,None
191,None
192,None
193,None
194,None
195,None
196,None
197,None
198,None
199,None
200,None
201,None
202,None
203,None
204,None
205,Very High
206,Very High
207,Very High
208,Very High
209,Very High
210,Very High
211,Very High
212,Very High
213,None
214,None
215,None
216,None
217,None
218,None
219,None
220,None
221,None
222,None
223,None
224,None
225,None
226,None
227,None
228,None
229,None
230,None
231,None
232,None
233,None
234,None
235,None
236,None
237,None
238,Very High
239,Very High
240,Very High
241,Very High
242,None
243,None
244,None
245,None
246,None
247,None
248,None
249,None
250,None
251,None
252,Very High
253,Very High
254,Very High
255,Very High
256,Very High
257,Very High
258,Very High
259,Very High
260,Very High
261,None
262,None
263,None
264,None
265,None
266,None
267,None
268,None
269,None
270,None
271,None
272,None
273,None
274,None
275,None
276,None
277,Very High
278,Very High
279,Very High
280,Very High
281,Very High
282,None
283,None
284,None
285,Very High
286,None
287,None
288,None
289,None
290,None
291,None
292,None
293,None
294,None
295,None
296,None
297,None
298,Very High
299,Very High
300,Very High
301,Very High
302,Very High
303,Very High
304,Very High
305,Very High
306,Very High
307,Very High
308,Very High
309,None
310,None
311,None
312,Very High
313,Very High
314,Very High
315,None
316,None
317,None
318,None
319,None
320,None
321,None
322,None
323,None
324,None
325,None
326,Very High
327,Very High
328,None
329,None
330,None
331,None
332,None
333,None
334,None
335,None
336,None
337,None
338,None
339,None
340,None
341,None
342,None
343,None
344,None
345,None
346,None
347,Very High
348,Very High
349,Very High
350,Very High
351,Very High
352,Very High
353,Very High
354,Very High
355,Very High
356,None
357,None
358,None
359,None
360,None
361,None
362,None
363,None
364,None
365,None
366,None
367,None
368,None
369,None
370,None
371,None
372,None
373,None
374,None
375,None
376,None
377,None
378,None
379,None
380,None
381,None
382,None
383,None
384,None
385,None
386,None
387,None
388,None
389,None
390,None
391,None
392,None
393,None
394,None
395,None
396,None
397,None
398,None
399,None
400,None
401,None
402,None
403,None
404,None
405,None
406,None
407,None
408,None
409,None
410,None
411,None
412,None
413,None
414,None
415,None
416,None
417,None
418,None
419,None
420,None
421,None
422,Very High
423,None
424,None
425,None
426,None
427,None
428,None
429,None
430,None
431,None
432,None
433,None
434,None
435,None
436,None
437,None
438,None
439,None
440,None
441,None
442,None
443,None
444,None
445,None
446,None
447,None
448,None
449,None
450,None
451,None
452,None
453,None
454,None
455,None
456,None
457,None
458,None
459,None
460,None
461,None
462,None
463,None
464,None
465,None
466,None
467,None
468,None
469,None
470,None
471,Very High
472,Very High
473,Very High
474,Very High
475,Very High
476,None
477,None
478,None
479,None
480,None
481,None
482,None
483,None
484,None
485,None
486,None
487,None
488,None
489,None
490,None
491,Very High
492,Very High
493,Very High
494,Very High
495,Very High
496,Very High
497,Very High
498,Very High
499,Very High
500,Very High
501,Very High
502,Very High
503,Very High
504,None
505,Very High
506,Very High
507,Very High
508,Very High
509,Very High
510,Very High
511,High
512,High
513,High
514,Low
515,Low
516,Low
517,Low
518,Medium
519,Medium
520,Medium
521,Medium
522,Medium
523,Low
524,Very High
525,Very High
526,High
527,None
528,None
529,High
530,High
531,High
532,High
533,High
534,High
535,None
536,High
537,None
538,Low
539,Low
540,Low
541,Medium
542,Medium
543,Medium
544,Medium
545,Medium
546,Medium
547,Low
548,Low
549,Low
550,High
551,High
552,High
553,High
554,High
555,High
556,High
557,High
558,High
559,High
560,High
561,High
562,Low
563,Low
564,Low
565,Low
566,Medium
567,Medium
568,Medium
569,Medium
570,Low
571,Low
572,Low
573,High
574,High
575,High
576,High
577,High
578,High
579,High
580,High
581,High
582,High
583,High
584,High
585,High
586,High
587,Low
588,Low
589,Low
590,Low
591,Medium
592,Medium
593,Low
594,Low
595,Very High
596,High
597,High
598,High
599,High
600,High
601,High
602,High
603,High
604,High
605,High
606,High
607,High
608,High
609,High
610,High
611,High
612,Very High
613,Very High
614,Very High
615,Very High
616,Very High
617,Very High
618,Very High
619,Very High
620,Very High
621,High
622,High
623,None
624,High
625,None
626,None
627,High
628,High
629,High
630,High
631,High
632,High
633,High
634,High
635,Very High
636,Very High
637,Low
638,Medium
639,Medium
640,Medium
641,Medium
642,Medium
643,Low
644,Low
645,Very High
646,Very High
647,High
648,High
649,High
650,High
651,High
652,High
653,High
654,High
655,High
656,High
657,High
658,High
659,Low
660,Low
661,Low
662,Medium
663,Medium
664,Medium
665,Medium
666,Medium
667,Low
668,Low
669,Low
670,Low
671,High
672,High
673,High
674,High
675,High
676,High
677,High
678,High
679,High
680,High
681,High
682,Low
683,Low
684,Low
685,Low
686,Low
687,Low
688,Medium
689,Medium
690,Medium
691,Low
692,Low
693,Low
694,High
695,High
696,High
697,High
698,High
699,High
700,High
701,High
702,High
703,High
704,High
705,High
706,Low
707,Low
708,Low
709,Low
710,Low
711,Low
712,Medium
713,Medium
714,Medium
715,Low
716,Low
717,High
718,High
719,High
720,High
721,None
722,None
723,High
724,High
725,High
726,None
727,High
728,High
729,High
730,High
731,Low
732,Low
733,Low
734,Medium
735,Medium
736,Medium
737,Medium
738,Medium
739,Very High
740,Very High
741,High
742,High
743,High
744,None
745,None
746,High
747,High
748,High
749,High
750,None
751,None
752,None
753,None
754,None
755,Low
756,Very High
757,Medium
758,Medium
759,Medium
760,Medium
761,Medium
762,Medium
763,Low
764,Very High
765,High
766,None
767,None
768,None
769,None
770,None
771,None
772,None
773,None
774,None
775,None
776,None
777,None
778,High
779,Low
780,Medium
781,Medium
782,Medium
783,Medium
784,Medium
785,Medium
786,Medium
787,Medium
788,Very High
789,Very High
790,None
791,None
792,None
793,None
794,High
795,None
796,None
797,None
798,None
799,None
800,None
801,None
802,High
803,Very High
804,Medium
805,Medium
806,Medium
807,Medium
808,Medium
809,Medium
810,Medium
811,Medium
812,Very High
813,Very High
814,High
815,None
816,None
817,None
818,High
819,High
820,None
821,High
822,High
823,High
824,High
825,High
826,High
827,Very High
828,Medium
829,Medium
830,Medium
831,Medium
832,Medium
833,Medium
834,Medium
835,Low
836,Very High
837,Very High
838,High
839,High
840,None
841,High
842,High
843,High
844,None
845,High
846,None
847,None
848,High
849,High
850,Very High
851,Medium
852,Medium
853,Medium
854,Medium
855,Medium
856,Medium
857,Medium
858,Medium
859,Medium
860,Medium
861,Very High
862,Very High
863,Very High
864,Very High
865,Very High
866,Very High
867,Very High
868,Very High
869,Very High
870,Very High
871,Low
872,Very High
873,Very High
874,Very High
875,Very High
876,Medium
877,Medium
878,Medium
879,Medium
880,Medium
881,Medium
882,Medium
883,Medium
884,Medium
885,Medium
886,Medium
887,Medium
888,Low
889,Medium
890,Low
891,Low
892,Low
893,Low
894,Low
895,Low
896,High
897,High
898,Low
899,Low
900,Low
901,Medium
902,Medium
903,Medium
904,Medium
905,Medium
906,Medium
907,Low
908,Low
909,Low
910,Very High
911,Very High
912,Low
913,Low
914,Low
915,Low
916,Very High
917,High
918,Very High
919,Very High
920,Very High
921,Very High
922,Low
923,Low
924,Low
925,Medium
926,Medium
927,Medium
928,Medium
929,Medium
930,Medium
931,Medium
932,Medium
933,Very High
934,Very High
935,Medium
936,Very High
937,Low
938,Low
939,Low
940,Very High
941,High
942,High
943,High
944,Very High
945,High
946,Very High
947,Medium
948,Medium
949,Medium
950,Medium
951,Medium
952,Medium
953,Medium
954,Medium
955,Medium
956,Medium
957,Medium
958,Low
959,Low
960,Low
961,Low
962,Low
963,Low
964,Low
965,Low
966,Low
967,Low
968,Low
969,Low
970,Low
971,Low
972,Medium
973,Medium
974,Medium
975,Medium
976,Medium
977,Medium
978,Medium
979,Medium
980,Low
981,Low
982,Low
983,Low
984,Low
985,Low
986,Low
987,Low
988,Very High
989,Very High
990,Very High
991,High
992,High
993,High
994,Low
995,Low
996,Low
997,Medium
998,Medium
999,Medium
1000,Medium
1001,Medium
1002,Medium
1003,Medium
1004,Medium
1005,Low
1006,Low
1007,Low
1008,Low
1009,Low
1010,Low
1011,Low
1012,Low
1013,Low
1014,Low
1015,Low
1016,Low
1017,Low
1018,Low
1019,Low
1020,Medium
1021,Medium
1022,Medium
1023,Medium
1024,Medium
1025,Medium
1026,Medium
1027,Medium
1028,Medium
1029,Medium
1030,Medium
1031,Medium
1032,Medium
1033,Medium
1034,Medium
1035,Medium
1036,Very High
1037,Very High
1038,Very High
1039,Very High
1040,Very High
1041,Very High
1042,Very High
1043,Medium
1044,Medium
1045,Medium
1046,Medium
1047,Medium
1048,Medium
1049,Medium
1050,Medium
1051,Very High
1052,Very High
1053,Very High
1054,Very High
1055,Very High
1056,Very High
1057,Very High
1058,Very High
1059,Very High
1060,Very High
1061,Very High
1062,Very High
1063,Very High
1064,Very High
1065,Very High
1066,Very High
1067,Medium
1068,Medium
1069,Medium
1070,Medium
1071,Medium
1072,Medium
1073,Medium
1074,Medium
1075,Medium
1076,Very High
1077,Very High
1078,Medium
1079,Medium
1080,Medium
1081,Very High
1082,Very High
1083,Very High
1084,Very High
1085,Very High
1086,Very High
1087,Very High
1088,Very High
1089,Very High
1090,Very High
1091,Medium
1092,Medium
1093,Medium
1094,Medium
1095,Medium
1096,Medium
1097,Medium
1098,Medium
1099,Medium
1100,Very High
1101,Very High
1102,Very High
1103,Very High
1104,Very High
1105,Very High
1106,Very High
1107,None
1108,None
1109,None
1110,None
1111,None
1112,None
1113,None
1114,None
1115,Medium
1116,Medium
1117,Medium
1118,Medium
1119,Medium
1120,Medium
1121,Medium
1122,Medium
1123,Medium
1124,Very High
1125,Very High
1126,Very High
1127,None
1128,None
1129,None
1130,None
1131,None
1132,None
1133,None
1134,None
1135,None
1136,Very High
1137,Very High
1138,Very High
1139,Medium
1140,Medium
1141,Medium
1142,Medium
1143,Medium
1144,Medium
1145,Medium
1146,Medium
1147,Medium
1148,Medium
1149,Medium
1150,Low
1151,Very High
1152,Very High
1153,Very High
1154,Very High
1155,Very High
1156,Very High
1157,Very High
1158,Very High
1159,Very High
1160,Very High
1161,Very High
1162,Medium
1163,Medium
1164,Medium
1165,Medium
1166,Medium
1167,Medium
1168,Medium
1169,Medium
1170,Medium
1171,Medium
1172,Medium
1173,Very High
1174,Very High
1175,Very High
1176,Medium
1177,Very High
1178,Very High
1179,Very High
1180,Very High
1181,Very High
1182,Very High
1183,Very High
1184,Very High
1185,Very High
1186,Very High
1187,Medium
1188,Medium
1189,Medium
1190,Medium
1191,Medium
1192,Medium
1193,Medium
1194,Medium
1195,Medium
1196,Medium
1197,Very High
1198,Very High
1199,Very High
1200,Very High
1201,Very High
1202,Very High
1203,Very High
1204,Very High
1205,Very High
1206,Very High
1207,Very High
1208,Very High
1209,Very High
1210,Very High
1211,Medium
1212,Medium
1213,Medium
1214,Medium
1215,Medium
1216,Medium
1217,Medium
1218,Medium
1219,Medium
1220,Medium
1221,Very High
1222,Very High
1223,Very High
1224,Very High
1225,Very High
1226,Very High
1227,Very High
1228,None
1229,None
1230,Very High
1231,Very High
1232,Very High
1233,Very High
1234,Very High
1235,Very High
1236,Very High
1237,Very High
1238,Very High
1239,Very High
1240,Very High
1241,Very High
1242,Very High
1243,Very High
1244,Very High
1245,None
1246,None
1247,None
1248,None
1249,None
1250,None
1251,None
1252,None
1253,None
1254,None
1255,None
1256,None
1257,None
1258,None
1259,None
1260,None
1261,Very High
1262,Very High
1263,Very High
1264,Very High
1265,Very High
1266,None
1267,None
1268,None
1269,None
1270,None
1271,None
1272,None
1273,None
1274,None
1275,None
1276,None
1277,None
1278,High
1279,High
1280,High
1281,High
1282,High
1283,Very High
1284,Very High
1285,Low
1286,Low
1287,Low
1288,Low
1289,Low
1290,Low
1291,Low
1292,Low
1293,High
1294,High
1295,High
1296,High
1297,High
1298,High
1299,High
1300,High
1301,High
1302,High
1303,High
1304,High
1305,High
1306,High
1307,Very High
1308,Very High
1309,Low
1310,Low
1311,Medium
1312,Medium
1313,Medium
1314,Low
1315,Low
1316,Low
1317,High
1318,High
1319,High
1320,High
1321,High
1322,High
1323,High
1324,High
1325,High
1326,High
1327,High
1328,High
1329,High
1330,None
1331,None
1332,None
1333,None
1334,None
1335,None
1336,None
1337,None
1338,None
1339,None
1340,None
1341,None
1342,None
1343,None
1344,None
1345,None
1346,None
1347,None
1348,None
1349,High
1350,High
1351,High
1352,High
1353,High
1354,Very High
1355,Very High
1356,Very High
1357,Very High
1358,Very High
1359,Medium
1360,Medium
1361,Medium
1362,Medium
1363,Very High
1364,Very High
1365,Very High
1366,None
1367,High
1368,High
1369,High
1370,High
1371,High
1372,High
1373,High
1374,High
1375,High
1376,High
1377,Low
1378,Low
1379,Low
1380,Low
1381,Medium
1382,Medium
1383,Medium
1384,Medium
1385,Medium
1386,Medium
1387,Very High
1388,Low
1389,Very High
1390,High
1391,High
1392,High
1393,High
1394,High
1395,Low
1396,Low
1397,Low
1398,Low
1399,Low
1400,Low
1401,Low
1402,Low
1403,Low
1404,Low
1405,Low
1406,Medium
1407,Medium
1408,Medium
1409,Medium
1410,Medium
1411,Medium
1412,Low
1413,Low
1414,Low
1415,Low
1416,Low
1417,Low
1418,Low
1419,Low
1420,Low
1421,Low
1422,Low
1423,Low
1424,High
1425,Low
1426,Low
1427,Low
1428,Low
1429,Low
1430,Medium
1431,Medium
1432,Medium
1433,Medium
1434,Medium
1435,Very High
1436,Low
1437,High
1438,High
1439,High
1440,High
1441,High
1442,High
1443,High
1444,High
1445,High
1446,High
1447,High
1448,High
1449,Low
1450,Low
1451,Low
1452,Medium
1453,Medium
1454,Medium
1455,Medium
1456,Medium
1457,Medium
1458,Medium
1459,Medium
1460,Very High
1461,Low
1462,Very High
1463,High
1464,High
1465,High
1466,High
1467,High
1468,High
1469,High
1470,High
1471,High
1472,High
1473,Low
1474,Very High
1475,Low
1476,Very High
1477,Medium
1478,Medium
1479,Medium
1480,Medium
1481,Medium
1482,Medium
1483,Medium
1484,Low
1485,Low
1486,Low
1487,Low
1488,Low
1489,Very High
1490,Low
1491,Low
1492,High
1493,High
1494,Low
1495,Low
1496,Low
1497,Low
1498,Low
1499,Medium
1500,Medium
1501,Medium
1502,Medium
1503,Medium
1504,Medium
1505,Medium
1506,Medium
1507,Medium
1508,Medium
1509,Low
1510,Low
1511,Low
1512,Low
1513,Low
1514,Low
1515,Low
1516,Low
1517,Very High
1518,Very High
1519,Very High
1520,Very High
1521,None
1522,None
1523,None
1524,Very High
1525,Very High
1526,None
1527,None
1528,None
1529,None
1530,None
1531,None
1532,None
1533,None
1534,None
1535,None
1536,None
1537,None
1538,None
1539,None
1540,None
1541,None
1542,None
1543,None
1544,None
1545,None
1546,None
1547,None
1548,None
1549,None
1550,Very High
1551,Very High
1552,Very High
1553,Very High
1554,Very High
1555,Very High
1556,None
1557,None
1558,None
1559,None
1560,None
1561,None
1562,None
1563,None
1564,None
1565,None
1566,None
1567,None
1568,None
1569,None
1570,None
1571,None
1572,None
1573,None
1574,Very High
1575,Very High
1576,Very High
1577,Very High
1578,Very High
1579,Very High
1580,Very High
1581,Very High
1582,Very High
1583,Very High
1584,None
1585,None
1586,Very High
1587,None
1588,None
1589,None
1590,None
1591,None
1592,Very High
1593,Very High
1594,Very High
1595,Very High
1596,Very High
1597,Very High
1598,Very High
1599,Very High
1600,Very High
1601,Very High
1602,Very High
1603,Very High
1604,Very High
1605,Very High
1606,Very High
1607,Very High
1608,Very High
1609,Very High
1610,None
1611,None
1612,None
1613,None
1614,None
1615,None
1616,None
1617,None
1618,Very High
1619,Very High
1620,Very High
1621,None
1622,Very High
1623,Very High
1624,Very High
1625,Very High
1626,Very High
1627,Very High
1628,Very High
1629,Very High
1630,None
1631,None
1632,None
1633,None
1634,None
1635,None
1636,None
1637,None
1638,None
1639,None
1640,None
1641,None
1642,None
1643,Very High
1644,Very High
1645,Very High
1646,Very High
1647,Very High
1648,Very High
1649,Very High
1650,Very High
1651,Very High
1652,Very High
1653,Very High
1654,Very High
1655,Very High
1656,Very High
1657,Very High
1658,Very High
1659,Very High
1660,Very High
1661,Very High
1662,Very High
1663,Very High
1664,Very High
1665,Very High
1666,Very High
1667,Very High
1668,Very High
1669,Very High
1670,Very High
1671,Very High
1672,Very High
1673,Very High
1674,Very High
1675,Very High
1676,Very High
1677,Very High
1678,Very High
1679,Very High
1680,Very High
1681,None
1682,None
1683,None
1684,None
1685,None
1686,None
1687,None
1688,None
1689,None
1690,Very High
1691,Very High
1692,Very High
1693,Very High
1694,Very High
1695,Very High
1696,Medium
1697,Medium
1698,Medium
1699,Very High
1700,Very High
1701,Very High
1702,Very High
1703,Very High
1704,Very High
1705,Very High
1706,Very High
1707,Very High
1708,Very High
1709,Very High
1710,Very High
1711,Very High
1712,Very High
1713,None
1714,Very High
1715,Very High
1716,Very High
1717,Very High
1718,Very High
1719,None
1720,Very High
1721,Very High
1722,Very High
1723,Very High
1724,Very High
1725,Very High
1726,None
1727,None
1728,None
1729,None
1730,None
1731,None
1732,None
1733,None
1734,None
1735,None
1736,None
1737,None
1738,None
1739,None
1740,Very High
1741,Very High
1742,Medium
1743,Medium
1744,Medium
1745,Medium
1746,Medium
1747,Very High
1748,Very High
1749,Very High
1750,Very High
1751,None
1752,None
1753,None
1754,None
1755,None
1756,None
1757,None
1758,None
1759,None
1760,None
1761,None
1762,None
1763,None
1764,None
1765,None
1766,None
1767,None
1768,None
1769,None
1770,None
1771,None
1772,None
1773,None
1774,None
1775,None
1776,None
1777,None
1778,None
1779,None
1780,None
1781,None
1782,None
1783,None
1784,None
1785,None
1786,None
1787,None
1788,None
1789,None
1790,None
1791,None
1792,None
1793,None
1794,None
1795,None
1796,None
1797,None
1798,None
1799,None
1800,None
1801,None
1802,None
1803,None
1804,None
1805,None
1806,None
1807,None
1808,None
1809,None
1810,None
1811,None
1812,None
1813,None
1814,None
1815,None
1816,None
1817,None
1818,None
1819,None
1820,None
1821,None
1822,None
1823,None
1824,None
1825,None
1826,None
1827,None
1828,None
1829,None
1830,None
1831,None
1832,None
1833,None
1834,None
1835,None
1836,None
1837,None
1838,None
1839,None
1840,None
1841,None
1842,None
1843,None
1844,None
1845,None
1846,None
1847,None
1848,None
1849,None
1850,None
1851,None
1852,None
1853,None
1854,None
1855,None
1856,None
1857,None
1858,None
1859,None
1860,None
1861,None
1862,None
1863,None
1864,None
1865,None
1866,None
1867,None
1868,None
1869,None
1870,None
1871,None
1872,None
1873,None
1874,None
1875,None
1876,None
1877,None
1878,None
1879,None
1880,None
1881,None
1882,None
1883,None
1884,None
1885,None
1886,None
1887,None
1888,None
1889,None
1890,None
1891,None
1892,None
1893,None
1894,None
1895,None
1896,None
1897,None
1898,None
1899,None
1900,None
1901,None
1902,None
1903,None
1904,None
1905,None
1906,None
1907,None
1908,None
1909,None
1910,None
1911,None
1912,None
1913,None
1914,None
1915,None
1916,None
1917,None
1918,None
1919,None
1920,None
1921,None
1922,None
1923,None
1924,None
1925,None
1926,None
1927,None
1928,None
1929,None
1930,None
1931,None
1932,None
1933,None
1934,None
1935,None
1936,None
1937,None
1938,None
1939,None
1940,None
1941,None
1942,None
1943,None
1944,None
1945,None
1946,None
1947,None
1948,None
1949,None
1950,None
1951,None
1952,None
1953,None
1954,None
1955,None
1956,None
1957,None
1958,None
1959,None
1960,None
1961,None
1962,None
1963,None
1964,None
1965,None
1966,None
1967,None
1968,None
1969,None
1970,None
1971,None
1972,None
1973,None
1974,None
1975,None
1976,None
1977,None
1978,None
1979,None
1980,None
1981,None
1982,None
1983,None
1984,None
1985,None
1986,None
1987,None
1988,None
1989,None
1990,None
1991,None
1992,None
1993,None
1994,None
1995,None
1996,None
1997,None
1998,None
1999,None
2000,None
2001,None
2002,None
2003,None
2004,None
2005,None
2006,None
2007,None
2008,None
2009,None
2010,None
2011,None
2012,None
2013,None
2014,None
2015,None
2016,None
2017,None
2018,None
2019,None
2020,None
2021,None
2022,None
2023,None
2024,None
2025,None
2026,None
2027,None
2028,None
2029,None
2030,None
2031,None
2032,None
2033,None
2034,None
2035,None
2036,None
2037,None
2038,None
2039,None
2040,None
2041,None
2042,None
2043,None
2044,None
2045,None
2046,None
2047,None
2048,None
2049,None
2050,None
2051,None
2052,None
2053,None
2054,None
2055,None
2056,None
2057,None
2058,None
2059,None
2060,None
2061,None
2062,None
2063,None
2064,None
2065,None
2066,None
2067,None
2068,None
2069,None
2070,None
2071,None
2072,None
2073,None
2074,None
2075,None
2076,None
2077,None
2078,None
2079,None
2080,None
2081,None
2082,None
2083,None
2084,None
2085,None
2086,None
2087,None
2088,None
2089,None
2090,None
2091,None
2092,None
2093,None
2094,None
2095,None
2096,None
2097,None
2098,None
2099,None
2100,None
2101,None
2102,None
2103,None
2104,None
2105,None
2106,None
2107,None
2108,None
2109,None
2110,None
2111,None
2112,None
2113,None
2114,None
2115,None
2116,None
2117,None
2118,None
2119,None
2120,None
2121,None
2122,None
2123,None
2124,None
2125,None
2126,None
2127,None
2128,None
2129,None
2130,None
2131,None
2132,None
2133,None
2134,None
2135,None
2136,None
2137,None
2138,None
2139,None
2140,None
2141,None
2142,None
2143,None
2144,None
2145,None
2146,None
2147,None
2148,None
2149,None
2150,None
2151,None
2152,None
2153,None
2154,None
2155,None
2156,None
2157,None
2158,None
2159,None
2160,None
2161,None
2162,None
2163,None
2164,None
2165,None
2166,None
2167,None
2168,None
2169,None
2170,None
2171,None
2172,None
2173,None
2174,None
2175,None
2176,None
2177,None
2178,None
2179,None
2180,None
2181,None
2182,None
2183,None
2184,None
2185,None
2186,None
2187,None
2188,None
2189,None
2190,None
2191,None
2192,None
2193,None
2194,None
2195,None
2196,None
2197,None
2198,None
2199,None
2200,None
2201,None
2202,None
2203,None
2204,None
2205,None
2206,None
2207,None
2208,None
2209,None
2210,None
2211,None
2212,None
2213,None
2214,None
2215,None
2216,None
2217,None
2218,None
2219,None
2220,None
2221,None
2222,None
2223,None
2224,None
2225,None
2226,None
2227,None
2228,None
2229,None
2230,None
2231,None
2232,None
2233,None
2234,None
2235,None
2236,None
2237,None
2238,None
2239,None
2240,None
2241,None
2242,None
2243,None
2244,None
2245,None
2246,None
2247,None
2248,None
2249,None
2250,None
2251,None
2252,None
2253,None
2254,None
2255,None
2256,None
